author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex;author_type;price_per_m2
ИНКОМ-Недвижимость;https://www.cian.ru/sale/flat/278932177/;Москва;sale;flat;15;17;5;122.4;34600000;Свиблово;проезд Русанова;Свиблово;;real_estate_agent;282679.0
Алексей Митрошин;https://www.cian.ru/sale/flat/278610209/;Москва;sale;flat;3;15;5;99.4;35100000;Дорогомилово;Бережковская набережная;Киевская;;realtor;353118.0
Астра-Недвижимость;https://www.cian.ru/sale/flat/282948010/;Москва;sale;flat;2;7;5;132.0;35000000;Южнопортовый;Велозаводская;Дубровка;;real_estate_agent;265151.0
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/283052804/;Москва;sale;flat;6;9;5;134.0;35500000;Нагатино-Садовники;Каширское шоссе;Нагатинская;;real_estate_agent;264925.0
Самолет Плюс Москва ЦАО;https://www.cian.ru/sale/flat/282937695/;Москва;sale;flat;4;6;5;99.7;36000000;Аэропорт;Ленинградский проспект;;;real_estate_agent;361083.0
Этажи Москва;https://www.cian.ru/sale/flat/281159443/;Москва;sale;flat;4;6;5;99.7;36000000;Аэропорт;Ленинградский проспект;Аэропорт;;real_estate_agent;361083.0
Оксана Васильева;https://www.cian.ru/sale/flat/281210250/;Москва;sale;flat;3;8;5;146.0;36000000;Беговой;Беговая;Динамо;;realtor;246575.0
Триумфальная Арка;https://www.cian.ru/sale/flat/283842058/;Москва;sale;flat;2;3;5;100.0;36500000;Тверской;Цветной бульвар;Цветной бульвар;;real_estate_agent;365000.0
МИЭЛЬ;https://www.cian.ru/sale/flat/273864557/;Москва;sale;flat;5;6;5;189.4;37000000;Митино;Пенягинская;Митино;;real_estate_agent;195353.0
CENTURY 21;https://www.cian.ru/sale/flat/284394752/;Москва;sale;flat;4;7;5;99.7;37000000;Аэропорт;Ленинградский проспект;Аэропорт;;real_estate_agent;371113.0
Елена Карпеева;https://www.cian.ru/sale/flat/280017904/;Москва;sale;flat;7;20;5;151.92;38000000;Чертаново Северное;Балаклавский проспект;Чертановская;;realtor;250131.0
EstateLiga;https://www.cian.ru/sale/flat/280692633/;Москва;sale;flat;16;17;5;115.0;38350000;Раменки;Мичуринский проспект;Раменки;;real_estate_agent;333478.0
МЕЗОН;https://www.cian.ru/sale/flat/243257002/;Москва;sale;flat;3;5;5;118.0;38700000;Басманный;Старая Басманная;Бауманская;;real_estate_agent;327966.0
Татьяна Галанина;https://www.cian.ru/sale/flat/281556454/;Москва;sale;flat;10;17;5;131.0;39000000;Тропарево-Никулино;проспект Вернадского;Юго-Западная;;realtor;297709.0
Элитный Дом;https://www.cian.ru/sale/flat/284841358/;Москва;sale;flat;33;48;5;122.0;39799999;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers;real_estate_agent;326229.0
Алексей Татаринов;https://www.cian.ru/sale/flat/281682617/;Москва;sale;flat;23;29;5;129.22;39990000;Можайский;переулок 2-й Петра Алексеева;Рабочий поселок;КутузовGRAD II;realtor;309472.0
БЕСТ на Проспекте Мира;https://www.cian.ru/sale/flat/284300447/;Москва;sale;flat;21;22;5;141.2;40000000;Академический;Новочеремушкинская;Профсоюзная;;real_estate_agent;283286.0
Алексей Шкиль;https://www.cian.ru/sale/flat/277483267/;Москва;sale;flat;12;17;5;115.7;39999000;Филевский парк;Кастанаевская;Багратионовская;;realtor;345713.0
Ашихмин и партнёры;https://www.cian.ru/sale/flat/279712076/;Москва;sale;flat;9;9;5;182.9;39900000;Северное Бутово;Старокачаловская;Бульвар Дмитрия Донского;;real_estate_agent;218151.0
На Петровке;https://www.cian.ru/sale/flat/280671523/;Москва;sale;flat;4;5;5;97.4;40700000;Пресненский;Рочдельская;Краснопресненская;;real_estate_agent;417864.0
Станислав Кучиев;https://www.cian.ru/sale/flat/283213988/;Москва;sale;flat;2;3;5;95.5;40950000;Замоскворечье;Малый Татарский переулок;Новокузнецкая;;realtor;428795.0
Capital Mars;https://www.cian.ru/sale/flat/281953990/;Москва;sale;flat;9;24;5;150.0;41700000;Чертаново Северное;Балаклавский проспект;Чертановская;;real_estate_agent;278000.0
Homestate;https://www.cian.ru/sale/flat/285092992/;Москва;sale;flat;3;14;5;121.0;41700000;Даниловский;набережная Марка Шагала;ЗИЛ;ЗИЛАРТ;real_estate_agent;344628.0
Алексей Журавлев;https://www.cian.ru/sale/flat/275192145/;Москва;sale;flat;15;27;5;153.0;41500000;Проспект Вернадского;Лобачевского;Мичуринский проспект;;realtor;271241.0
Bespoke Estate;https://www.cian.ru/sale/flat/278611151/;Москва;sale;flat;12;22;5;142.0;42000000;Покровское-Стрешнево;Волоколамское шоссе;Спартак;Город на Реке Тушино-2018;real_estate_agent;295774.0
ЕГСН Продажа;https://www.cian.ru/sale/flat/283346917/;Москва;sale;flat;14;17;5;150.0;42000000;Можайский;Можайское шоссе;Кунцевская;;real_estate_agent;280000.0
Квадратные метры;https://www.cian.ru/sale/flat/283606035/;Москва;sale;flat;8;12;5;143.0;42000000;Раменки;Удальцова;Мичуринский проспект;;real_estate_agent;293706.0
Владис;https://www.cian.ru/sale/flat/285099953/;Москва;sale;flat;12;22;5;147.0;42000000;Покровское-Стрешнево;Волоколамское шоссе;Спартак;Город на Реке Тушино-2018;real_estate_agent;285714.0
Дом+;https://www.cian.ru/sale/flat/283207368/;Москва;sale;flat;12;22;5;142.0;41999999;Покровское-Стрешнево;Волоколамское шоссе;Спартак;Город на Реке Тушино-2018;real_estate_agent;295774.0
Chase R.E.S.;https://www.cian.ru/sale/flat/272343094/;Москва;sale;flat;17;17;5;150.0;42000000;Ростокино;Бажова;ВДНХ;;real_estate_agent;280000.0
Homestate;https://www.cian.ru/sale/flat/285092993/;Москва;sale;flat;35;42;5;108.5;42470000;Котловка;;Нагорная;Энитео ЖК;real_estate_agent;391428.0
МАЯК;https://www.cian.ru/sale/flat/283302496/;Москва;sale;flat;3;27;5;127.0;43000000;Тропарево-Никулино;Покрышкина;Юго-Западная;;real_estate_agent;338582.0
Владис;https://www.cian.ru/sale/flat/277393504/;Москва;sale;flat;13;14;5;164.0;43000000;Куркино;Новокуркинское шоссе;Планерная;;real_estate_agent;262195.0
Вадим Дремлюга;https://www.cian.ru/sale/flat/283252426/;Москва;sale;flat;5;15;5;121.0;43000000;Чертаново Северное;Северное Чертаново мкр;Чертановская;;realtor;355371.0
Павел Чернявский;https://www.cian.ru/sale/flat/274543602/;Москва;sale;flat;9;22;5;138.0;43000000;Раменки;Пырьева;Минская;;realtor;311594.0
ИНКОМ-Недвижимость;https://www.cian.ru/sale/flat/277717576/;Москва;sale;flat;10;12;5;116.3;43970000;Басманный;Рубцовская набережная;Бауманская;;real_estate_agent;378073.0
Capital Estate;https://www.cian.ru/sale/flat/276319875/;Москва;sale;flat;5;6;5;177.1;43900000;Хорошево-Мневники;бульвар Генерала Карбышева;Карамышевская;;real_estate_agent;247882.0
KUNTSEVO;https://www.cian.ru/sale/flat/282135943/;Москва;sale;flat;2;26;5;280.0;44000000;Можайский;Можайское шоссе;Кунцевская;;real_estate_agent;157142.0
Homestate;https://www.cian.ru/sale/flat/284321829/;Москва;sale;flat;28;32;5;114.8;44000000;Даниловский;;Павелецкая;Хай Лайф ЖК;real_estate_agent;383275.0
Chase R.E.S.;https://www.cian.ru/sale/flat/267527471/;Москва;sale;flat;23;52;5;109.0;44000000;Раменки;Мичуринский проспект;Раменки;;real_estate_agent;403669.0
Александр Нечаев;https://www.cian.ru/sale/flat/276304414/;Москва;sale;flat;5;5;5;97.2;44000000;Красносельский;переулок 1-й Коптельский;Сухаревская;;realtor;452674.0
Качанова и партнеры;https://www.cian.ru/sale/flat/284788967/;Москва;sale;flat;6;12;5;147.6;44800000;Дорогомилово;Кутузовский проспект;Кутузовская;;real_estate_agent;303523.0
Homestate;https://www.cian.ru/sale/flat/285096173/;Москва;sale;flat;7;9;5;123.2;44730000;Даниловский;;Технопарк;Нагатино Ай-Ленд ЖК;real_estate_agent;363068.0
Сералы Бекишев;https://www.cian.ru/sale/flat/279161244/;Москва;sale;flat;4;19;5;134.0;44500000;Дмитровский;Дмитровское шоссе;Селигерская;Город;realtor;332089.0
Статус-Недвижимость;https://www.cian.ru/sale/flat/282848625/;Москва;sale;flat;3;10;5;176.0;44500000;Преображенское;Преображенская;Преображенская площадь;;real_estate_agent;252840.0
Ключи;https://www.cian.ru/sale/flat/285245188/;Москва;sale;flat;6;17;5;138.0;45000000;Строгино;Твардовского;Строгино;;real_estate_agent;326086.0
Elcomrealty;https://www.cian.ru/sale/flat/281059655/;Москва;sale;flat;17;18;5;151.0;45000000;Филевский парк;Филевский бульвар;Фили;Ривер-Хаус;real_estate_agent;298013.0
ПанДва;https://www.cian.ru/sale/flat/265269325/;Москва;sale;flat;9;14;5;118.4;45000000;Чертаново Северное;Северное Чертаново мкр;Чертановская;;real_estate_agent;380067.0
Александр Иванов;https://www.cian.ru/sale/flat/278397258/;Москва;sale;flat;3;7;5;168.0;45000000;Можайский;проезд Загорского;Давыдково;;realtor;267857.0
БЕСТ-Недвижимость на Баррикадной;https://www.cian.ru/sale/flat/284801093/;Москва;sale;flat;15;28;5;135.0;45500000;Тимирязевский;Дмитровское шоссе;Тимирязевская;Дыхание;real_estate_agent;337037.0
Финист;https://www.cian.ru/sale/flat/280670618/;Москва;sale;flat;3;17;5;112.6;45800000;Солнцево;Главмосстроя;Говорово;;real_estate_agent;406749.0
Елена Олей;https://www.cian.ru/sale/flat/278317837/;Москва;sale;flat;22;26;5;132.3;45515000;Головинский;Пулковская;Водный стадион;ЛЕНИНГРАDКА 58;realtor;344028.0
Capital Mars;https://www.cian.ru/sale/flat/281954260/;Москва;sale;flat;8;30;5;151.7;45900000;Сокол;Врубеля;Панфиловская;Поселок художников;real_estate_agent;302570.0
Перспектива 24 Самолет Москва САО;https://www.cian.ru/sale/flat/282238328/;Москва;sale;flat;14;15;5;156.6;46000000;Марьина роща;Полковая;Марьина роща;;real_estate_agent;293742.0
RMRealty;https://www.cian.ru/sale/flat/277646882/;Москва;sale;flat;24;27;5;160.0;46000000;Хорошевский;Зорге;Зорге;Рихард;real_estate_agent;287500.0
ИНКОМ-Недвижимость;https://www.cian.ru/sale/flat/283556599/;Москва;sale;flat;5;10;5;171.0;46500000;Алексеевский;Космонавтов;ВДНХ;;real_estate_agent;271929.0
Самолет Плюс Видное;https://www.cian.ru/sale/flat/278655678/;Москва;sale;flat;42;56;5;137.3;46544700;Раменки;проспект Генерала Дорохова;Минская;Will Towers;real_estate_agent;339000.0
DOMILION;https://www.cian.ru/sale/flat/284392140/;Москва;sale;flat;18;20;5;137.3;46500000;Нагатино-Садовники;Нагатинская набережная;Коломенская;;real_estate_agent;338674.0
Кристина Логинова;https://www.cian.ru/sale/flat/283581358/;Москва;sale;flat;6;7;5;155.1;48200000;Куркино;Новокуркинское шоссе;;;realtor;310767.0
Елена Лагуткина;https://www.cian.ru/sale/flat/260060886/;Москва;sale;flat;2;18;5;198.0;48450000;Марьина роща;Октябрьский переулок;Достоевская;;realtor;244696.0
I AM ESTATE;https://www.cian.ru/sale/flat/280340332/;Москва;sale;flat;3;24;5;223.5;48900000;Зюзино;Азовская;Севастопольская;Азовский-2;real_estate_agent;218791.0
Владис;https://www.cian.ru/sale/flat/272177841/;Москва;sale;flat;57;60;5;134.0;50000000;Тимирязевский;Дмитровский проезд;Дмитровская;D1;real_estate_agent;373134.0
Наталья Щербинина;https://www.cian.ru/sale/flat/284342489/;Москва;sale;flat;24;28;5;110.0;49990000;Хорошево-Мневники;Причальный проезд;Шелепиха;Level Причальный;realtor;454454.0
Vmestate;https://www.cian.ru/sale/flat/284783004/;Москва;sale;flat;4;14;5;102.0;49900000;Раменки;проспект Генерала Дорохова;Минская;West Garden;real_estate_agent;489215.0
