author,floor,floors_count,rooms_count,total_meters,price,district,street,underground,residential_complex,line,area,eco_rating,insufficient_infrastructure,convenient_for_life,very_convenient_for_life,few_entertainment,cultural,entertainment,cultural_entertainment,top_residential_infrastructure,square,population,housing_fund_area,line_count,author_count,author_more,floor_position,house_category,population_density
TEKTA GROUP,27,34,1,29.3,15810280,Обручевский,Обручева,Воронцовская,Ever,Большая кольцевая линия,ЮЗАО,2,9,78,13,32,5,40,23,54.0,6.11,86793,1742.0,1525,61,1,0,5,14205.07
Kalinka Group,1,4,5,233.0,535135300,Арбат,Малая Молчановка,Арбатская,не указано,Филёвская линия,ЦАО,6,0,0,100,0,0,0,100,1.0,2.11,36125,731.0,896,207,1,1,2,17120.85
Level Group,7,21,1,35.6,15639494,Басманный,Большая Почтовая,Электрозаводская,Level Бауманская,Арбатско-Покровская линия,ЦАО,6,6,22,72,1,0,8,91,9.0,8.37,110694,1991.8,1065,232,1,0,5,13225.09
Аврора Проперти,6,8,3,150.2,220000000,Пресненский,Большой Козихинский переулок,Маяковская,Булгаков,Замоскворецкая линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1297,62,1,0,3,10945.47
ID 382083,3,5,1,15.7,5900000,Нижегородский,2-я Фрезерная,Нижегородская,My Space на Фрезерной,Московское центральное кольцо,ЮВАО,7,26,53,21,32,0,68,0,88.0,7.57,45294,722.3,1315,3,1,0,2,5983.36
ЕГСН Продажа,24,25,4,145.0,48000000,Щукино,Тепличный переулок,Октябрьское поле,не указано,Таганско-Краснопресненская линия,СЗАО,7,10,27,63,41,2,51,6,18.0,7.69,111203,2062.0,991,175,1,0,5,14460.73
Ла Терра,8,15,1,41.8,9600000,не указано,не указано,Коммунарка,не указано,Сокольническая линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1452,4,1,0,4,1.0
ID 100654969,18,25,1,32.0,8400000,Люблино,Люблинская,Братиславская,Люблинский парк,Люблинско-Дмитровская линия,ЮВАО,6,29,67,4,60,0,36,4,96.0,17.41,172054,2739.7,569,1,0,0,5,9882.48
Константин Степанов,13,42,3,63.1,25700000,Котловка,Севастопольский проспект,Крымская,Eniteo,Московское центральное кольцо,ЮЗАО,4,0,87,13,21,54,8,17,15.0,3.94,65892,1104.1,1315,3,1,0,5,16723.86
Gethome,9,16,3,106.6,85280000,Пресненский,Звенигородское шоссе,Улица 1905 года,Дизайнерский дом Eleven,Таганско-Краснопресненская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,991,68,1,0,4,10945.47
Homeapp,5,9,2,45.0,13000000,Соколиная гора,Окружной проезд,Соколиная гора,не указано,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,-1,553,1,0,3,1.0
MR Group,-1,-1,-1,202.0,12051955,Южнопортовый,Волгоградский проспект,Угрешская,Метрополия,Московское центральное кольцо,ЮВАО,8,35,41,24,15,3,56,26,100.0,4.53,74729,1449.0,1315,278,1,2,1,16496.47
ИМПЕРИАЛ,3,4,-1,24.6,6090000,Мещанский,Средняя Переяславская,Рижская,не указано,Калужско-Рижская линия,ЦАО,6,3,69,28,0,0,10,90,16.0,4.6,61213,1417.4,977,85,1,0,2,13307.17
Ramenky Realty,3,22,5,181.1,78000000,Кунцево,Рублевское шоссе,Кунцевская,не указано,Большая кольцевая линия,ЗАО,5,17,49,34,56,6,35,3,65.0,16.56,152364,2587.4,1525,35,1,0,5,9200.72
Сити-XXI век,6,15,3,113.7,47508954,Останкинский,проспект Мира,Алексеевская,Hill8,Калужско-Рижская линия,СВАО,3,12,36,52,3,3,18,76,38.0,12.46,63514,1131.4,977,11,1,0,4,5097.43
ID 48529501,18,23,2,42.2,16000000,Москворечье-Сабурово,Каширский проезд,Каширская,LIFE-Варшавская,Замоскворецкая линия,ЮАО,6,40,60,0,57,3,40,0,110.0,9.3,80673,1314.7,1297,2,0,0,5,8674.52
Century 21 Street Realty,40,51,2,78.0,33000000,Раменки,Мичуринский проспект,Раменки,не указано,Солнцевская линия,ЗАО,4,26,64,10,76,11,10,3,90.0,18.54,141610,3511.2,1062,104,1,0,6,7638.08
ANT Development,4,11,4,150.58,188788506,Дорогомилово,не указано,Парк Победы,Виктори Парк Резиденсез ЖК,Солнцевская линия,ЗАО,6,12,15,73,0,0,27,73,19.0,7.95,76093,1906.2,1062,72,1,0,4,9571.45
Monumental Group,3,5,4,158.0,69900000,Басманный,Покровка,Курская,не указано,Кольцевая линия,ЦАО,6,6,22,72,1,0,8,91,9.0,8.37,110694,1991.8,597,88,1,0,2,13225.09
ID 18421437,5,9,3,95.0,85000000,Тверской,Большой Каретный переулок,Цветной бульвар,Каретный плаза,Серпуховско-Тимирязевская линия,ЦАО,5,0,15,85,0,0,0,100,2.0,7.27,77864,1253.3,807,2,0,0,3,10710.32
Винидиктов и Партнеры,17,26,2,38.2,14000000,Лефортово,Золоторожский Вал,Авиамоторная,Символ,Калининская линия,ЮВАО,9,8,55,37,13,8,53,26,36.0,9.06,95343,1384.2,156,21,1,0,5,10523.51
MR Group,13,16,1,45.7,38470000,Беговой,Северный ао,Белорусская,Слава ЖК,Замоскворецкая линия,САО,5,9,36,55,0,0,23,77,22.0,5.56,42781,791.1,1297,278,1,0,4,7694.42
Ramenky Realty,2,11,4,217.0,173500000,Хамовники,Усачева,Спортивная,Фьюжн парк,Сокольническая линия,ЦАО,4,6,44,50,0,6,2,92,13.0,10.08,109218,2559.6,1452,35,1,0,4,10835.12
Intermark Real Estate - ранее Savills - городская недвижимость,7,14,4,190.5,57380000,Кунцево,Молодогвардейская,Кунцевская,не указано,Филёвская линия,ЗАО,5,17,49,34,56,6,35,3,65.0,16.56,152364,2587.4,896,225,1,0,4,9200.72
ID 471309,21,35,3,120.0,40900000,Пресненский,Шмитовский проезд,Шелепиха,не указано,Московское центральное кольцо,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1315,2,0,0,5,10945.47
VSN Realty,2,19,1,36.8,11899243,Богородское,3-я Гражданская,Бульвар Рокоссовского,SELF,Сокольническая линия,ВАО,6,7,88,5,91,0,9,0,47.0,10.24,109324,1744.1,1452,20,1,0,5,10676.17
Семь Высоток,5,15,1,36.6,7500000,не указано,не указано,Ольховая,не указано,Сокольническая линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1452,3,1,0,4,1.0
ID 516314,1,12,5,102.2,22000000,Люблино,Тихорецкий бульвар,Люблино,не указано,Люблинско-Дмитровская линия,ЮВАО,6,29,67,4,60,0,36,4,96.0,17.41,172054,2739.7,569,1,0,1,4,9882.48
KINS Group,1,7,4,111.0,28000000,Сокольники,Русаковская,Сокольники,не указано,Сокольническая линия,ВАО,2,11,25,64,7,11,14,68,20.0,10.28,61487,1247.2,1452,5,1,1,3,5981.23
Century 21 Street Realty,13,33,2,36.0,12000000,Западное Дегунино,Северный ао,Верхние Лихоборы,Тринити 2 ЖК,Люблинско-Дмитровская линия,САО,7,4,96,0,64,0,36,0,40.0,7.53,84163,1385.1,569,104,1,0,5,11177.02
Apple Real Estate,6,22,4,165.0,70000000,Академический,Дмитрия Ульянова,Академическая,не указано,Калужско-Рижская линия,ЮЗАО,6,4,31,65,16,2,51,31,7.0,5.83,109387,2467.0,977,135,1,0,5,18762.78
Homeapp,7,9,1,33.0,9500000,Богородское,Погонный проезд,Бульвар Рокоссовского,не указано,Московское центральное кольцо,ВАО,6,7,88,5,91,0,9,0,47.0,10.24,109324,1744.1,1315,553,1,0,3,10676.17
Level Group,13,17,3,54.7,22279378,Басманный,Большая Почтовая,Электрозаводская,Level Бауманская,Арбатско-Покровская линия,ЦАО,6,6,22,72,1,0,8,91,9.0,8.37,110694,1991.8,1065,232,1,0,5,13225.09
Premium Moscow,2,5,4,179.2,140000000,Хамовники,Усачева,Спортивная,Садовые кварталы,Сокольническая линия,ЦАО,4,6,44,50,0,6,2,92,13.0,10.08,109218,2559.6,1452,33,1,0,2,10835.12
МИЦ,21,22,3,97.2,22683758,Хорошевский,1-я Магистральная,Хорошёвская,Сити-комплекс Мята,Большая кольцевая линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1525,194,1,0,5,1.0
Экран,4,7,3,117.16,279047470,Замоскворечье,не указано,Третьяковская,Русские Сезоны ЖК,Калининская линия,ЦАО,6,10,17,73,0,0,0,100,12.0,4.32,59105,1072.3,156,30,1,0,3,13681.71
Города,18,25,2,57.1,21990000,Очаково-Матвеевское,Аминьевское шоссе,Аминьевская,Вестердам,Большая кольцевая линия,ЗАО,7,40,60,0,100,0,0,0,111.0,17.54,130742,2255.1,1525,12,1,0,5,7453.93
А101,2,15,1,36.3,12132271,не указано,не указано,Прокшино,не указано,Сокольническая линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1452,305,1,0,4,1.0
PROНЕДВИЖИМОСТЬ,10,12,2,51.0,15700000,Таганский,Нижегородская,Пролетарская,не указано,Таганско-Краснопресненская линия,ЦАО,6,1,36,63,0,0,25,75,3.0,8.01,123398,2380.6,991,26,1,0,4,15405.49
VESPER,3,21,3,163.59,132507900,Пресненский,Костикова,Улица 1905 года,Lucky,Таганско-Краснопресненская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,991,58,1,0,5,10945.47
INSIGMA,7,8,2,117.0,154059200,Таганский,Большой Николоворобинский переулок,Китай-город,не указано,Таганско-Краснопресненская линия,ЦАО,6,1,36,63,0,0,25,75,3.0,8.01,123398,2380.6,991,24,1,0,3,15405.49
Новые Ватутинки,7,7,2,59.5,12257000,не указано,не указано,Ольховая,не указано,Сокольническая линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1452,48,1,2,3,1.0
Prime Life Development,20,28,1,41.18,17413351,Нагатино-Садовники,Нагатинская,Нагатинская,1-й Нагатинский,Серпуховско-Тимирязевская линия,ЮАО,7,39,53,8,76,0,24,0,108.0,8.17,83496,960.4,807,16,1,0,5,10219.83
Delight  Realty,7,8,3,132.0,70000000,Пресненский,Садовая-Кудринская,Баррикадная,не указано,Таганско-Краснопресненская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,991,53,1,0,3,10945.47
ID 17403971,8,12,1,35.0,9480000,Северное Тушино,бульвар Яна Райниса,Сходненская,не указано,Таганско-Краснопресненская линия,СЗАО,4,14,67,19,52,0,48,0,62.0,9.4,165762,2665.5,991,1,0,0,4,17634.26
Sminex-Интеко,4,23,2,66.9,45220000,Пресненский,2-я Черногрязская,Улица 1905 года,ONEST,Таганско-Краснопресненская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,991,184,1,0,5,10945.47
Владис,3,12,2,36.0,16500000,Марьина роща,Складочная,Савёловская,Шереметьевский,Большая кольцевая линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1525,246,1,0,4,1.0
Futures,2,3,-1,16.0,4600000,Бескудниковский,Дмитровское шоссе,не указано,не указано,None,САО,6,7,93,0,33,0,67,0,48.0,3.3,79603,1391.7,-1,1,0,0,2,24122.12
MCRealty,69,85,2,96.0,55000000,Пресненский,1-й Красногвардейский проезд,Деловой центр,МФК ОКО,Солнцевская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1062,44,1,0,6,10945.47
РГ-Девелопмент,13,27,1,23.1,8547000,Щукино,Берзарина,Октябрьское поле,Октябрьское поле,Таганско-Краснопресненская линия,СЗАО,7,10,27,63,41,2,51,6,18.0,7.69,111203,2062.0,991,58,1,0,5,14460.73
РГ-Девелопмент,13,27,1,34.9,11866000,Щукино,Берзарина,Октябрьское поле,Октябрьское поле,Таганско-Краснопресненская линия,СЗАО,7,10,27,63,41,2,51,6,18.0,7.69,111203,2062.0,991,58,1,0,5,14460.73
ID 24425868,3,6,-1,32.0,5499999,Чертаново Северное,Варшавское шоссе,Южная,не указано,Серпуховско-Тимирязевская линия,ЮАО,6,21,18,61,26,0,74,0,63.0,5.4,114548,1899.5,807,2,0,0,3,21212.59
Century 21 Premium Property,21,43,3,69.0,36000000,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,Сердце Столицы,Московское центральное кольцо,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1315,108,1,0,5,1.0
MadeState,17,51,3,120.0,40000000,Обручевский,Ленинский проспект,Новаторская,Well House на Ленинском,Большая кольцевая линия,ЮЗАО,2,9,78,13,32,5,40,23,54.0,6.11,86793,1742.0,1525,32,1,0,6,14205.07
BARNES International Realty,4,6,4,100.0,69000000,Пресненский,Спиридоньевский переулок,Тверская,не указано,Замоскворецкая линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1297,143,1,0,3,10945.47
ПИК,15,24,3,95.5,30182775,Филевский парк,не указано,Багратионовская,Барклая 6 ЖК,Филёвская линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,896,1263,1,0,5,1.0
KUNTSEVO,2,26,5,280.0,44000000,Можайский,Можайское шоссе,Кунцевская,не указано,Большая кольцевая линия,ЗАО,4,25,75,0,95,0,5,0,91.0,10.73,138610,2655.9,1525,3,1,0,5,12917.99
MR Group,13,17,2,84.9,49242000,Беговой,Северный ао,Белорусская,Слава ЖК,Кольцевая линия,САО,5,9,36,55,0,0,23,77,22.0,5.56,42781,791.1,597,278,1,0,5,7694.42
VESPER,-1,-1,-1,202.0,903465255,Пресненский,Костикова,Улица 1905 года,Lucky,Таганско-Краснопресненская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,991,58,1,2,1,10945.47
Bespoke Estate,9,16,3,94.45,39000000,Даниловский,не указано,Автозаводская,Форивер ЖК,Московское центральное кольцо,ЮАО,9,60,24,16,11,4,18,67,115.0,12.6,94316,2847.4,1315,64,1,0,4,7485.4
Monumental Group,1,7,5,230.0,179970000,Басманный,Подсосенский переулок,Курская,не указано,Кольцевая линия,ЦАО,6,6,22,72,1,0,8,91,9.0,8.37,110694,1991.8,597,88,1,1,3,13225.09
МСК Недвижимость,2,4,-1,15.5,4990000,Мещанский,Средняя Переяславская,Рижская,не указано,Калужско-Рижская линия,ЦАО,6,3,69,28,0,0,10,90,16.0,4.6,61213,1417.4,977,133,1,0,2,13307.17
Kalinka Group,3,6,3,83.7,125000000,Мещанский,Кузнецкий Мост,Кузнецкий мост,Kuznetsky Most 12 by Lalique,Таганско-Краснопресненская линия,ЦАО,6,3,69,28,0,0,10,90,16.0,4.6,61213,1417.4,991,207,1,0,3,13307.17
не указано,23,24,1,27.74,6741519,Митино,не указано,Пятницкое шоссе,Аквилон Митино ЖК,Арбатско-Покровская линия,СЗАО,2,17,44,39,54,0,46,0,64.0,12.67,194965,3658.1,1065,202,1,0,5,15387.92
Велесстрой,18,24,2,48.0,20064000,Фили-Давыдково,Кастанаевская,Кунцевская,Shome,Филёвская линия,ЗАО,6,13,81,6,83,0,17,0,69.0,6.96,115128,2388.6,896,75,1,0,5,16541.38
Level Group,22,26,3,62.6,23307180,Нагатино-Садовники,Нагатинская набережная,Нагатинская,Level Нагатинская,Серпуховско-Тимирязевская линия,ЮАО,7,39,53,8,76,0,24,0,108.0,8.17,83496,960.4,807,232,1,0,5,10219.83
ЛюксДом,3,10,5,206.0,141734406,Басманный,Подсосенский переулок,Курская,Резиденция Чистые Пруды,Арбатско-Покровская линия,ЦАО,6,6,22,72,1,0,8,91,9.0,8.37,110694,1991.8,1065,45,1,0,3,13225.09
ЕГСН Продажа,11,22,4,100.4,25000000,Тропарево-Никулино,Никулинская,Озёрная,не указано,Солнцевская линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1062,175,1,0,5,1.0
Владис,5,17,3,73.1,19000000,Люблино,Цимлянская,Люблино,не указано,Люблинско-Дмитровская линия,ЮВАО,6,29,67,4,60,0,36,4,96.0,17.41,172054,2739.7,569,246,1,0,5,9882.48
Винидиктов и Партнеры,5,5,3,84.0,33000000,Басманный,Нижняя Красносельская,не указано,TriBeCa APARTMENTS,None,ЦАО,6,6,22,72,1,0,8,91,9.0,8.37,110694,1991.8,-1,21,1,2,2,13225.09
Денис Алференко,3,4,-1,10.5,5600000,Даниловский,2-я Рощинская,Тульская,не указано,Серпуховско-Тимирязевская линия,ЮАО,9,60,24,16,11,4,18,67,115.0,12.6,94316,2847.4,807,2,0,0,2,7485.4
Level Group,-1,-1,-1,202.0,13183827,Нагатино-Садовники,Нагатинская набережная,Нагатинская,Level Нагатинская,Серпуховско-Тимирязевская линия,ЮАО,7,39,53,8,76,0,24,0,108.0,8.17,83496,960.4,807,232,1,2,1,10219.83
PANDA ESTATE,7,28,3,100.0,56000000,Филевский парк,Василисы Кожиной,Парк Победы,Квартал апартаментов Match Point,Солнцевская линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1062,20,1,0,5,1.0
Этажи Москва,6,27,2,32.6,9500000,Нижегородский,к2.1,Нижегородская,Перовское 2 ЖК,Большая кольцевая линия,ЮВАО,7,26,53,21,32,0,68,0,88.0,7.57,45294,722.3,1525,257,1,0,5,5983.36
Роман Шафоростов,18,28,-1,30.9,15850000,Филевский парк,Василисы Кожиной,Парк Победы,Квартал апартаментов Match Point,Солнцевская линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1062,2,0,0,5,1.0
SHOW ME,9,14,2,105.0,103000000,Дорогомилово,Большая Дорогомиловская,Киевская,не указано,Арбатско-Покровская линия,ЗАО,6,12,15,73,0,0,27,73,19.0,7.95,76093,1906.2,1065,33,1,0,4,9571.45
МСК Недвижимость,7,7,1,26.9,7300000,Коптево,Клары Цеткин,Войковская,не указано,Замоскворецкая линия,САО,4,5,95,0,45,45,5,5,44.0,5.38,102076,2449.8,1297,133,1,2,3,18973.23
Донстрой,6,22,3,70.1,34860730,Хорошево-Мневники,проезд Проектируемый № 1077,Терехово ,Остров,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,-1,103,1,0,5,1.0
Ramenky Realty,5,19,3,53.0,45000000,Пресненский,Мантулинская,Деловой центр,City Park,Солнцевская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1062,35,1,0,5,10945.47
BARNES International Realty,13,24,1,39.0,18750000,Хорошево-Мневники,Шеногина,Шелепиха,Sydney City,Большая кольцевая линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1525,143,1,0,5,1.0
Homeapp,20,38,5,217.0,145000000,Раменки,Мосфильмовская,Минская,Воробьевы Горы,Солнцевская линия,ЗАО,4,26,64,10,76,11,10,3,90.0,18.54,141610,3511.2,1062,553,1,0,5,7638.08
ПИК,8,14,1,24.29,8909960,Останкинский,не указано,Отрадное,Грин Парк ЖК,Серпуховско-Тимирязевская линия,СВАО,3,12,36,52,3,3,18,76,38.0,12.46,63514,1131.4,807,1263,1,0,4,5097.43
ZIP Realty,1,5,-1,29.6,6463515,Останкинский,Шереметьевская,ВДНХ,не указано,Калужско-Рижская линия,СВАО,3,12,36,52,3,3,18,76,38.0,12.46,63514,1131.4,977,50,1,1,2,5097.43
ID 16132339,6,7,1,34.5,14500000,Богородское,Тюменский проезд,Бульвар Рокоссовского,Преображение,Московское центральное кольцо,ВАО,6,7,88,5,91,0,9,0,47.0,10.24,109324,1744.1,1315,2,0,0,3,10676.17
